filepath,label,is_background
train\008e5c_0-imgslice.9.2.jpg,0,0
train\008e5c_0-imgslice.9.3.jpg,0,0
train\008e5c_0-imgslice.9.4.jpg,0,0
train\00c058_0-imgslice.0.0.jpg,1,0
train\00c058_0-imgslice.0.1.jpg,1,0
train\00c058_0-imgslice.0.10.jpg,1,0
train\00c058_0-imgslice.0.11.jpg,1,0
train\00c058_0-imgslice.0.12.jpg,1,0
train\00c058_0-imgslice.0.13.jpg,1,0
train\00c058_0-imgslice.0.2.jpg,1,0
train\00c058_0-imgslice.0.3.jpg,1,0
train\00c058_0-imgslice.0.4.jpg,1,0
train\00c058_0-imgslice.0.5.jpg,1,0
train\00c058_0-imgslice.0.6.jpg,1,0
train\00c058_0-imgslice.0.7.jpg,1,0
train\00c058_0-imgslice.0.8.jpg,1,0
train\00c058_0-imgslice.0.9.jpg,1,0
train\00c058_0-imgslice.1.0.jpg,1,0
train\00c058_0-imgslice.1.1.jpg,1,0
train\00c058_0-imgslice.1.10.jpg,1,0
train\00c058_0-imgslice.1.11.jpg,1,0
train\00c058_0-imgslice.1.12.jpg,1,0
train\00c058_0-imgslice.1.13.jpg,1,0
train\00c058_0-imgslice.1.2.jpg,1,1
train\00c058_0-imgslice.1.3.jpg,1,0
train\00c058_0-imgslice.1.4.jpg,1,0
train\00c058_0-imgslice.1.5.jpg,1,0
train\00c058_0-imgslice.1.6.jpg,1,0
train\00c058_0-imgslice.1.7.jpg,1,0
train\00c058_0-imgslice.1.8.jpg,1,0
train\00c058_0-imgslice.1.9.jpg,1,0
train\00c058_0-imgslice.10.0.jpg,1,0
train\00c058_0-imgslice.10.1.jpg,1,1
train\00c058_0-imgslice.10.10.jpg,1,0
train\00c058_0-imgslice.10.11.jpg,1,0
train\00c058_0-imgslice.10.12.jpg,1,0
train\00c058_0-imgslice.10.13.jpg,1,0
train\00c058_0-imgslice.10.2.jpg,1,1
train\00c058_0-imgslice.10.3.jpg,1,1
train\00c058_0-imgslice.10.4.jpg,1,1
train\00c058_0-imgslice.10.5.jpg,1,1
train\00c058_0-imgslice.10.6.jpg,1,0
train\00c058_0-imgslice.10.7.jpg,1,0
train\00c058_0-imgslice.10.8.jpg,1,0
train\00c058_0-imgslice.10.9.jpg,1,0
train\00c058_0-imgslice.11.0.jpg,1,0
train\00c058_0-imgslice.11.1.jpg,1,1
train\00c058_0-imgslice.11.10.jpg,1,0
train\00c058_0-imgslice.11.11.jpg,1,0
train\00c058_0-imgslice.11.12.jpg,1,0
train\00c058_0-imgslice.11.13.jpg,1,0
train\00c058_0-imgslice.11.2.jpg,1,1
train\00c058_0-imgslice.11.3.jpg,1,1
train\00c058_0-imgslice.11.4.jpg,1,1
train\00c058_0-imgslice.11.5.jpg,1,1
train\00c058_0-imgslice.11.6.jpg,1,1
train\00c058_0-imgslice.11.7.jpg,1,0
train\00c058_0-imgslice.11.8.jpg,1,0
train\00c058_0-imgslice.11.9.jpg,1,0
train\00c058_0-imgslice.12.0.jpg,1,0
train\00c058_0-imgslice.12.1.jpg,1,0
train\00c058_0-imgslice.12.10.jpg,1,1
train\00c058_0-imgslice.12.11.jpg,1,0
train\00c058_0-imgslice.12.12.jpg,1,0
train\00c058_0-imgslice.12.13.jpg,1,0
train\00c058_0-imgslice.12.2.jpg,1,1
train\00c058_0-imgslice.12.3.jpg,1,1
train\00c058_0-imgslice.12.4.jpg,1,1
train\00c058_0-imgslice.12.5.jpg,1,1
train\00c058_0-imgslice.12.6.jpg,1,1
train\00c058_0-imgslice.12.7.jpg,1,1
train\00c058_0-imgslice.12.8.jpg,1,1
train\00c058_0-imgslice.12.9.jpg,1,1
train\00c058_0-imgslice.13.0.jpg,1,0
train\00c058_0-imgslice.13.1.jpg,1,0
train\00c058_0-imgslice.13.10.jpg,1,1
train\00c058_0-imgslice.13.11.jpg,1,0
train\00c058_0-imgslice.13.12.jpg,1,0
train\00c058_0-imgslice.13.13.jpg,1,0
train\00c058_0-imgslice.13.2.jpg,1,1
train\00c058_0-imgslice.13.3.jpg,1,1
train\00c058_0-imgslice.13.4.jpg,1,1
train\00c058_0-imgslice.13.5.jpg,1,1
train\00c058_0-imgslice.13.6.jpg,1,1
train\00c058_0-imgslice.13.7.jpg,1,1
train\00c058_0-imgslice.13.8.jpg,1,1
train\00c058_0-imgslice.13.9.jpg,1,1
train\00c058_0-imgslice.14.0.jpg,1,0
train\00c058_0-imgslice.14.1.jpg,1,0
train\00c058_0-imgslice.14.10.jpg,1,1
train\00c058_0-imgslice.14.11.jpg,1,0
train\00c058_0-imgslice.14.12.jpg,1,0
train\00c058_0-imgslice.14.13.jpg,1,0
train\00c058_0-imgslice.14.2.jpg,1,1
train\00c058_0-imgslice.14.3.jpg,1,1
train\00c058_0-imgslice.14.4.jpg,1,1
train\00c058_0-imgslice.14.5.jpg,1,1
train\00c058_0-imgslice.14.6.jpg,1,1
train\00c058_0-imgslice.14.7.jpg,1,0
train\00c058_0-imgslice.14.8.jpg,1,0
train\00c058_0-imgslice.14.9.jpg,1,1
train\00c058_0-imgslice.15.0.jpg,1,0
train\00c058_0-imgslice.15.1.jpg,1,1
train\00c058_0-imgslice.15.10.jpg,1,1
train\00c058_0-imgslice.15.11.jpg,1,0
train\00c058_0-imgslice.15.12.jpg,1,0
train\00c058_0-imgslice.15.13.jpg,1,0
train\00c058_0-imgslice.15.2.jpg,1,1
train\00c058_0-imgslice.15.3.jpg,1,1
train\00c058_0-imgslice.15.4.jpg,1,1
train\00c058_0-imgslice.15.5.jpg,1,1
train\00c058_0-imgslice.15.6.jpg,1,1
train\00c058_0-imgslice.15.7.jpg,1,0
train\00c058_0-imgslice.15.8.jpg,1,0
train\00c058_0-imgslice.15.9.jpg,1,1
train\00c058_0-imgslice.16.0.jpg,1,0
train\00c058_0-imgslice.16.1.jpg,1,1
train\00c058_0-imgslice.16.10.jpg,1,0
train\00c058_0-imgslice.16.11.jpg,1,0
train\00c058_0-imgslice.16.12.jpg,1,0
train\00c058_0-imgslice.16.13.jpg,1,0
train\00c058_0-imgslice.16.2.jpg,1,1
train\00c058_0-imgslice.16.3.jpg,1,1
train\00c058_0-imgslice.16.4.jpg,1,1
train\00c058_0-imgslice.16.5.jpg,1,1
train\00c058_0-imgslice.16.6.jpg,1,1
train\00c058_0-imgslice.16.7.jpg,1,0
train\00c058_0-imgslice.16.8.jpg,1,0
train\00c058_0-imgslice.16.9.jpg,1,0
train\00c058_0-imgslice.17.0.jpg,1,0
train\00c058_0-imgslice.17.1.jpg,1,1
train\00c058_0-imgslice.17.10.jpg,1,0
train\00c058_0-imgslice.17.11.jpg,1,0
train\00c058_0-imgslice.17.12.jpg,1,0
train\00c058_0-imgslice.17.13.jpg,1,0
train\00c058_0-imgslice.17.2.jpg,1,1
train\00c058_0-imgslice.17.3.jpg,1,1
train\00c058_0-imgslice.17.4.jpg,1,1
train\00c058_0-imgslice.17.5.jpg,1,1
train\00c058_0-imgslice.17.6.jpg,1,0
train\00c058_0-imgslice.17.7.jpg,1,0
train\00c058_0-imgslice.17.8.jpg,1,0
train\00c058_0-imgslice.17.9.jpg,1,0
train\00c058_0-imgslice.18.0.jpg,1,0
train\00c058_0-imgslice.18.1.jpg,1,0
train\00c058_0-imgslice.18.10.jpg,1,0
train\00c058_0-imgslice.18.11.jpg,1,0
train\00c058_0-imgslice.18.12.jpg,1,0
train\00c058_0-imgslice.18.13.jpg,1,0
train\00c058_0-imgslice.18.2.jpg,1,1
train\00c058_0-imgslice.18.3.jpg,1,1
train\00c058_0-imgslice.18.4.jpg,1,1
train\00c058_0-imgslice.18.5.jpg,1,1
train\00c058_0-imgslice.18.6.jpg,1,0
train\00c058_0-imgslice.18.7.jpg,1,0
train\00c058_0-imgslice.18.8.jpg,1,0
train\00c058_0-imgslice.18.9.jpg,1,0
train\00c058_0-imgslice.19.0.jpg,1,0
train\00c058_0-imgslice.19.1.jpg,1,1
train\00c058_0-imgslice.19.10.jpg,1,0
train\00c058_0-imgslice.19.11.jpg,1,0
train\00c058_0-imgslice.19.12.jpg,1,0
train\00c058_0-imgslice.19.13.jpg,1,0
train\00c058_0-imgslice.19.2.jpg,1,1
train\00c058_0-imgslice.19.3.jpg,1,1
train\00c058_0-imgslice.19.4.jpg,1,1
train\00c058_0-imgslice.19.5.jpg,1,1
train\00c058_0-imgslice.19.6.jpg,1,0
train\00c058_0-imgslice.19.7.jpg,1,0
train\00c058_0-imgslice.19.8.jpg,1,0
train\00c058_0-imgslice.19.9.jpg,1,0
train\00c058_0-imgslice.2.0.jpg,1,0
train\00c058_0-imgslice.2.1.jpg,1,1
train\00c058_0-imgslice.2.10.jpg,1,0
train\00c058_0-imgslice.2.11.jpg,1,0
train\00c058_0-imgslice.2.12.jpg,1,0
train\00c058_0-imgslice.2.13.jpg,1,0
train\00c058_0-imgslice.2.2.jpg,1,1
train\00c058_0-imgslice.2.3.jpg,1,1
train\00c058_0-imgslice.2.4.jpg,1,0
train\00c058_0-imgslice.2.5.jpg,1,0
train\00c058_0-imgslice.2.6.jpg,1,0
train\00c058_0-imgslice.2.7.jpg,1,0
train\00c058_0-imgslice.2.8.jpg,1,0
train\00c058_0-imgslice.2.9.jpg,1,0
train\00c058_0-imgslice.20.0.jpg,1,0
train\00c058_0-imgslice.20.1.jpg,1,0
train\00c058_0-imgslice.20.10.jpg,1,0
train\00c058_0-imgslice.20.11.jpg,1,0
train\00c058_0-imgslice.20.12.jpg,1,0
train\00c058_0-imgslice.20.13.jpg,1,0
train\00c058_0-imgslice.20.2.jpg,1,0
train\00c058_0-imgslice.20.3.jpg,1,1
train\00c058_0-imgslice.20.4.jpg,1,1
train\00c058_0-imgslice.20.5.jpg,1,1
train\00c058_0-imgslice.20.6.jpg,1,0
train\00c058_0-imgslice.20.7.jpg,1,0
train\00c058_0-imgslice.20.8.jpg,1,0
train\00c058_0-imgslice.20.9.jpg,1,0
train\00c058_0-imgslice.21.0.jpg,1,0
train\00c058_0-imgslice.21.1.jpg,1,0
train\00c058_0-imgslice.21.10.jpg,1,0
train\00c058_0-imgslice.21.11.jpg,1,0
train\00c058_0-imgslice.21.12.jpg,1,0
train\00c058_0-imgslice.21.13.jpg,1,0
train\00c058_0-imgslice.21.2.jpg,1,0
train\00c058_0-imgslice.21.3.jpg,1,0
train\00c058_0-imgslice.21.4.jpg,1,0
train\00c058_0-imgslice.21.5.jpg,1,0
train\00c058_0-imgslice.21.6.jpg,1,0
train\00c058_0-imgslice.21.7.jpg,1,0
train\00c058_0-imgslice.21.8.jpg,1,0
train\00c058_0-imgslice.21.9.jpg,1,0
train\00c058_0-imgslice.22.0.jpg,1,0
train\00c058_0-imgslice.22.1.jpg,1,0
train\00c058_0-imgslice.22.10.jpg,1,0
train\00c058_0-imgslice.22.11.jpg,1,0
train\00c058_0-imgslice.22.12.jpg,1,0
train\00c058_0-imgslice.22.13.jpg,1,0
train\00c058_0-imgslice.22.2.jpg,1,0
train\00c058_0-imgslice.22.3.jpg,1,0
train\00c058_0-imgslice.22.4.jpg,1,0
train\00c058_0-imgslice.22.5.jpg,1,0
train\00c058_0-imgslice.22.6.jpg,1,0
train\00c058_0-imgslice.22.7.jpg,1,0
train\00c058_0-imgslice.22.8.jpg,1,0
train\00c058_0-imgslice.22.9.jpg,1,0
train\00c058_0-imgslice.23.0.jpg,1,0
train\00c058_0-imgslice.23.1.jpg,1,0
train\00c058_0-imgslice.23.10.jpg,1,0
train\00c058_0-imgslice.23.11.jpg,1,0
train\00c058_0-imgslice.23.12.jpg,1,0
train\00c058_0-imgslice.23.13.jpg,1,0
train\00c058_0-imgslice.23.2.jpg,1,0
train\00c058_0-imgslice.23.3.jpg,1,0
train\00c058_0-imgslice.23.4.jpg,1,0
train\00c058_0-imgslice.23.5.jpg,1,0
train\00c058_0-imgslice.23.6.jpg,1,0
train\00c058_0-imgslice.23.7.jpg,1,0
train\00c058_0-imgslice.23.8.jpg,1,0
train\00c058_0-imgslice.23.9.jpg,1,0
train\00c058_0-imgslice.24.0.jpg,1,0
train\00c058_0-imgslice.24.1.jpg,1,0
train\00c058_0-imgslice.24.10.jpg,1,0
train\00c058_0-imgslice.24.11.jpg,1,0
train\00c058_0-imgslice.24.12.jpg,1,0
train\00c058_0-imgslice.24.13.jpg,1,0
train\00c058_0-imgslice.24.2.jpg,1,0
train\00c058_0-imgslice.24.3.jpg,1,0
train\00c058_0-imgslice.24.4.jpg,1,0
train\00c058_0-imgslice.24.5.jpg,1,0
train\00c058_0-imgslice.24.6.jpg,1,0
train\00c058_0-imgslice.24.7.jpg,1,0
train\00c058_0-imgslice.24.8.jpg,1,0
train\00c058_0-imgslice.24.9.jpg,1,0
train\00c058_0-imgslice.25.0.jpg,1,0
train\00c058_0-imgslice.25.1.jpg,1,0
train\00c058_0-imgslice.25.10.jpg,1,0
train\00c058_0-imgslice.25.11.jpg,1,0
train\00c058_0-imgslice.25.12.jpg,1,0
train\00c058_0-imgslice.25.13.jpg,1,0
train\00c058_0-imgslice.25.2.jpg,1,0
train\00c058_0-imgslice.25.3.jpg,1,0
train\00c058_0-imgslice.25.4.jpg,1,0
train\00c058_0-imgslice.25.5.jpg,1,0
train\00c058_0-imgslice.25.6.jpg,1,0
train\00c058_0-imgslice.25.7.jpg,1,0
train\00c058_0-imgslice.25.8.jpg,1,0
train\00c058_0-imgslice.25.9.jpg,1,0
train\00c058_0-imgslice.26.0.jpg,1,0
train\00c058_0-imgslice.26.1.jpg,1,0
train\00c058_0-imgslice.26.10.jpg,1,0
train\00c058_0-imgslice.26.11.jpg,1,0
train\00c058_0-imgslice.26.12.jpg,1,0
train\00c058_0-imgslice.26.13.jpg,1,0
train\00c058_0-imgslice.26.2.jpg,1,0
train\00c058_0-imgslice.26.3.jpg,1,0
train\00c058_0-imgslice.26.4.jpg,1,0
train\00c058_0-imgslice.26.5.jpg,1,0
train\00c058_0-imgslice.26.6.jpg,1,0
train\00c058_0-imgslice.26.7.jpg,1,0
train\00c058_0-imgslice.26.8.jpg,1,0
train\00c058_0-imgslice.26.9.jpg,1,0
train\00c058_0-imgslice.27.0.jpg,1,0
train\00c058_0-imgslice.27.1.jpg,1,0
train\00c058_0-imgslice.27.10.jpg,1,0
train\00c058_0-imgslice.27.11.jpg,1,0
train\00c058_0-imgslice.27.12.jpg,1,0
train\00c058_0-imgslice.27.13.jpg,1,0
train\00c058_0-imgslice.27.2.jpg,1,0
train\00c058_0-imgslice.27.3.jpg,1,0
train\00c058_0-imgslice.27.4.jpg,1,0
train\00c058_0-imgslice.27.5.jpg,1,0
train\00c058_0-imgslice.27.6.jpg,1,0
train\00c058_0-imgslice.27.7.jpg,1,0
train\00c058_0-imgslice.27.8.jpg,1,0
train\00c058_0-imgslice.27.9.jpg,1,0
train\00c058_0-imgslice.28.0.jpg,1,0
train\00c058_0-imgslice.28.1.jpg,1,0
train\00c058_0-imgslice.28.10.jpg,1,0
train\00c058_0-imgslice.28.11.jpg,1,0
train\00c058_0-imgslice.28.12.jpg,1,0
train\00c058_0-imgslice.28.13.jpg,1,0
train\00c058_0-imgslice.28.2.jpg,1,0
train\00c058_0-imgslice.28.3.jpg,1,0
train\00c058_0-imgslice.28.4.jpg,1,0
train\00c058_0-imgslice.28.5.jpg,1,0
train\00c058_0-imgslice.28.6.jpg,1,0
train\00c058_0-imgslice.28.7.jpg,1,0
train\00c058_0-imgslice.28.8.jpg,1,0
train\00c058_0-imgslice.28.9.jpg,1,0
train\00c058_0-imgslice.29.0.jpg,1,0
train\00c058_0-imgslice.29.1.jpg,1,0
train\00c058_0-imgslice.29.10.jpg,1,0
train\00c058_0-imgslice.29.11.jpg,1,0
train\00c058_0-imgslice.29.12.jpg,1,0
train\00c058_0-imgslice.29.13.jpg,1,0
train\00c058_0-imgslice.29.2.jpg,1,0
train\00c058_0-imgslice.29.3.jpg,1,0
train\00c058_0-imgslice.29.4.jpg,1,0
train\00c058_0-imgslice.29.5.jpg,1,0
train\00c058_0-imgslice.29.6.jpg,1,0
train\00c058_0-imgslice.29.7.jpg,1,0
train\00c058_0-imgslice.29.8.jpg,1,0
train\00c058_0-imgslice.29.9.jpg,1,0
train\00c058_0-imgslice.3.0.jpg,1,0
train\00c058_0-imgslice.3.1.jpg,1,1
train\00c058_0-imgslice.3.10.jpg,1,0
train\00c058_0-imgslice.3.11.jpg,1,0
train\00c058_0-imgslice.3.12.jpg,1,0
train\00c058_0-imgslice.3.13.jpg,1,0
train\00c058_0-imgslice.3.2.jpg,1,1
train\00c058_0-imgslice.3.3.jpg,1,1
train\00c058_0-imgslice.3.4.jpg,1,0
train\00c058_0-imgslice.3.5.jpg,1,0
train\00c058_0-imgslice.3.6.jpg,1,0
train\00c058_0-imgslice.3.7.jpg,1,0
train\00c058_0-imgslice.3.8.jpg,1,0
train\00c058_0-imgslice.3.9.jpg,1,0
train\00c058_0-imgslice.30.0.jpg,1,0
train\00c058_0-imgslice.30.1.jpg,1,0
train\00c058_0-imgslice.30.10.jpg,1,0
train\00c058_0-imgslice.30.11.jpg,1,0
train\00c058_0-imgslice.30.12.jpg,1,0
train\00c058_0-imgslice.30.13.jpg,1,0
train\00c058_0-imgslice.30.2.jpg,1,0
train\00c058_0-imgslice.30.3.jpg,1,0
train\00c058_0-imgslice.30.4.jpg,1,0
train\00c058_0-imgslice.30.5.jpg,1,0
train\00c058_0-imgslice.30.6.jpg,1,0
train\00c058_0-imgslice.30.7.jpg,1,0
train\00c058_0-imgslice.30.8.jpg,1,0
train\00c058_0-imgslice.30.9.jpg,1,0
train\00c058_0-imgslice.31.0.jpg,1,0
train\00c058_0-imgslice.31.1.jpg,1,0
train\00c058_0-imgslice.31.10.jpg,1,0
train\00c058_0-imgslice.31.11.jpg,1,0
train\00c058_0-imgslice.31.12.jpg,1,0
train\00c058_0-imgslice.31.13.jpg,1,0
train\00c058_0-imgslice.31.2.jpg,1,0
train\00c058_0-imgslice.31.3.jpg,1,0
train\00c058_0-imgslice.31.4.jpg,1,0
train\00c058_0-imgslice.31.5.jpg,1,0
train\00c058_0-imgslice.31.6.jpg,1,0
train\00c058_0-imgslice.31.7.jpg,1,0
train\00c058_0-imgslice.31.8.jpg,1,0
train\00c058_0-imgslice.31.9.jpg,1,0
train\00c058_0-imgslice.32.0.jpg,1,0
train\00c058_0-imgslice.32.1.jpg,1,0
train\00c058_0-imgslice.32.10.jpg,1,0
train\00c058_0-imgslice.32.11.jpg,1,0
train\00c058_0-imgslice.32.12.jpg,1,0
train\00c058_0-imgslice.32.13.jpg,1,0
train\00c058_0-imgslice.32.2.jpg,1,0
train\00c058_0-imgslice.32.3.jpg,1,0
train\00c058_0-imgslice.32.4.jpg,1,0
train\00c058_0-imgslice.32.5.jpg,1,0
train\00c058_0-imgslice.32.6.jpg,1,0
train\00c058_0-imgslice.32.7.jpg,1,0
train\00c058_0-imgslice.32.8.jpg,1,0
train\00c058_0-imgslice.32.9.jpg,1,0
train\00c058_0-imgslice.33.0.jpg,1,0
train\00c058_0-imgslice.33.1.jpg,1,0
train\00c058_0-imgslice.33.10.jpg,1,0
train\00c058_0-imgslice.33.11.jpg,1,0
train\00c058_0-imgslice.33.12.jpg,1,0
train\00c058_0-imgslice.33.13.jpg,1,0
train\00c058_0-imgslice.33.2.jpg,1,0
train\00c058_0-imgslice.33.3.jpg,1,0
train\00c058_0-imgslice.33.4.jpg,1,0
train\00c058_0-imgslice.33.5.jpg,1,0
train\00c058_0-imgslice.33.6.jpg,1,0
train\00c058_0-imgslice.33.7.jpg,1,0
train\00c058_0-imgslice.33.8.jpg,1,0
train\00c058_0-imgslice.33.9.jpg,1,0
train\00c058_0-imgslice.34.0.jpg,1,0
train\00c058_0-imgslice.34.1.jpg,1,0
train\00c058_0-imgslice.34.10.jpg,1,0
train\00c058_0-imgslice.34.11.jpg,1,0
train\00c058_0-imgslice.34.12.jpg,1,0
train\00c058_0-imgslice.34.13.jpg,1,0
train\00c058_0-imgslice.34.2.jpg,1,0
train\00c058_0-imgslice.34.3.jpg,1,0
train\00c058_0-imgslice.34.4.jpg,1,0
train\00c058_0-imgslice.34.5.jpg,1,0
train\00c058_0-imgslice.34.6.jpg,1,0
train\00c058_0-imgslice.34.7.jpg,1,0
train\00c058_0-imgslice.34.8.jpg,1,0
train\00c058_0-imgslice.34.9.jpg,1,0
train\00c058_0-imgslice.35.0.jpg,1,0
train\00c058_0-imgslice.35.1.jpg,1,0
train\00c058_0-imgslice.35.10.jpg,1,0
train\00c058_0-imgslice.35.11.jpg,1,0
train\00c058_0-imgslice.35.12.jpg,1,0
train\00c058_0-imgslice.35.13.jpg,1,0
train\00c058_0-imgslice.35.2.jpg,1,0
